가맹점ID,가맹점명,맞춤형설명,업종,개설일,폐업일,주소,상권,유동고객비율_3m,유동고객비율_2m,유동고객비율_1m,직장고객비율_3m,직장고객비율_2m,직장고객비율_1m,거주고객비율_3m,거주고객비율_2m,거주고객비율_1m,신규고객비율_3m,신규고객비율_2m,신규고객비율_1m,재방문율_3m,재방문율_2m,재방문율_1m,상권내폐업비율_3m,상권내폐업비율_2m,상권내폐업비율_1m,업종내폐업비율_3m,업종내폐업비율_2m,업종내폐업비율_1m,상권내매출순위비율_3m,상권내매출순위비율_2m,상권내매출순위비율_1m,업종내매출순위비율_3m,업종내매출순위비율_2m,업종내매출순위비율_1m,신규고객비율_추세,상권내매출순위비율_추세,업종내매출순위비율_추세,유동고객비율_추세,상권내폐업비율_추세,업종내폐업비율_추세,재방문율_추세,매출금액구간_추세,거주고객비율_추세,직장고객비율_추세,매출건수구간_추세,매출건수구간_3m,매출건수구간_2m,매출건수구간_1m,매출금액구간_3m,매출금액구간_2m,매출금액구간_1m
19BD32B8E8,베이****,"폐업 위험도: 낮음 (0.00). 주요 원인: 매출금액구간 영향도 -0.62, 여성30대비율 영향도 0.56, 취소율구간 영향도 -0.53. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율/신규고객 보통",베이커리,2022-05-24,,서울특별시 성동구 광나루로11길 23,상권없음,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,1.6184,1.479,1.4892,14.3622,14.555,14.4432,29.0799,29.536,29.736,14.8599,14.484,14.3016,유지 증가,증가 증가,감소 감소,유지 증가,감소 증가,증가 감소,유지 유지,유지 유지,유지 유지,유지 유지,감소 증가,3.0,3.0,2.0,3.0,3.0,2.0
17FCA23DD7,카페****,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종내폐업비율 영향도 -0.51, 남성20대이하비율 영향도 0.49, 여성30대비율 영향도 0.44. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율 높음",카페,2014-01-10,,서울 성동구 왕십리로 410.,상권없음,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,31.3,29.9,34.5,4.7232,4.3806,4.1422,7.392,7.9072,7.5088,20.0928,20.827,21.299,16.0608,17.1558,17.9778,증가 감소,증가 증가,증가 증가,유지 유지,감소 감소,증가 감소,감소 증가,유지 유지,유지 유지,유지 증가,증가 증가,4.0,3.0,3.0,4.0,4.0,3.0
166A58D2FD,더(************,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종내폐업비율 영향도 1.10, 매출건수구간 영향도 -0.82, 남성30대비율 영향도 0.51. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",아이스크림/빙수,2021-10-18,,서울특별시 성동구 독서당로 375,상권없음,2.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,4.828,4.8848,4.872,8.208,8.1216,8.272,14.2128,14.2992,14.74,10.7568,10.8,10.648,유지 유지,증가 증가,증가 감소,증가 유지,증가 감소,감소 증가,유지 유지,유지 유지,유지 감소,유지 유지,감소 감소,4.0,3.0,2.0,4.0,4.0,3.0
E4A76A9E0C,뱅뱅******,"폐업 위험도: 낮음 (0.00). 주요 원인: 매출건수구간 영향도 -0.91, 매출금액구간 영향도 -0.57, 남성30대비율 영향도 -0.44. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율 높음",아이스크림/빙수,2024-01-05,,서울특별시 성동구 독서당로 177,상권없음,2.0,2.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,7.1442,7.1928,7.0325,10.7426,10.8454,11.0725,13.1584,13.0556,13.184,11.1538,11.1024,10.9695,유지 유지,감소 증가,감소 감소,유지 증가,증가 감소,증가 증가,유지 유지,유지 유지,유지 유지,유지 유지,감소 감소,4.0,3.0,2.0,4.0,4.0,2.0
12E8C996B1,국밥***,"폐업 위험도: 낮음 (0.00). 주요 원인: 운영개월수구간 영향도 2.52, 신규고객비율 영향도 -1.40, 여성20대이하비율 영향도 -0.87. 고객유형: 50-60대 남녀 중심, 경쟁력: 중위권 경쟁력, 고객관계: 신규 고객 비율 높음",한식-국밥/설렁탕,2024-12-23,,서울특별시 성동구 성덕정15길 6,성수,,,5.0,,,5.0,,,4.0,,,6.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,,5.0,,5.0,,
12C9656088,드렁*******,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성30대비율 영향도 0.78, 남성50대비율 영향도 -0.66, 여성20대이하비율 영향도 0.65. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",양식,2023-01-20,,서울특별시 성동구 연무장길 29-1,성수,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6657,0.6864,0.7776,36.9503,37.84,36.9096,20.6949,20.8464,21.0912,5.1225,4.472,4.2588,유지 유지,증가 증가,감소 감소,유지 유지,증가 증가,증가 감소,유지 유지,유지 유지,유지 유지,유지 유지,감소 증가,3.0,4.0,4.0,2.0,4.0,4.0
0F236D513F,래빗****,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 0.70, 신규고객비율 영향도 -0.46, 군집_가게경쟁력_KM 영향도 -0.43. 고객유형: 남성 50-60대 중심, 젊은층 적음, 경쟁력: 중위권 경쟁력, 고객관계: 신규 고객 비율 높음",햄버거,2024-04-22,,서울특별시 성동구 상원1길 35-23,뚝섬,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,1.0,6.0,6.4,17.7,18.9,1.47,1.1825,1.0879,18.513,19.499,20.2368,22.389,22.9772,22.2394,6.069,6.2713,6.4821,유지 증가,증가 감소,증가 증가,유지 증가,감소 감소,증가 증가,증가 증가,유지 유지,증가 감소,유지 증가,증가 증가,4.0,4.0,3.0,4.0,3.0,3.0
8BD25C78F3,한냄*,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성30대비율 영향도 0.95, 여성20대이하비율 영향도 0.61, 매출금액구간 영향도 -0.58. 고객유형: 남성 50-60대 중심, 젊은층 적음, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 신규 고객 비율 높음",일식당,2019-12-17,,서울특별시 성동구 왕십리로 66-26,상권없음,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.2725,3.3756,3.68,20.91,20.6856,20.04,22.017,22.032,21.72,6.273,6.2424,6.12,유지 유지,증가 감소,감소 감소,유지 유지,증가 증가,감소 감소,유지 유지,유지 유지,유지 유지,유지 유지,감소 감소,3.0,3.0,3.0,3.0,3.0,3.0
8E8B1D725E,심가***,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 -0.58, 직장고객비율 영향도 0.52, 매출건수구간 영향도 0.51. 고객유형: 50-60대 남녀 중심, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율 높음",한식-단품요리일반,2015-04-24,,서울 성동구 독서당로46길 35.,금남시장,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,32.8996,32.476,35.4412,0.0,0.0,0.0,0.0,0.0,0.0,6.3012,6.372,5.8764,유지 유지,유지 유지,증가 감소,유지 유지,감소 증가,유지 유지,유지 유지,유지 유지,유지 감소,유지 유지,증가 감소,5.0,5.0,5.0,5.0,5.0,5.0
E03321589B,앙심*****,"폐업 위험도: 낮음 (0.00). 주요 원인: 매출금액구간 영향도 -0.91, 남성40대비율 영향도 -0.59, 여성30대비율 영향도 -0.39. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 보통",한식-육류/고기,2015-05-27,,서울 성동구 성덕정길 74.,성수,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,1.0,0.0,0.0,0.0,23.868,23.7311,24.3492,1.692,1.5436,1.2296,3.4545,3.4958,3.2012,4.3005,4.1995,4.2188,유지 감소,증가 감소,감소 증가,유지 유지,감소 증가,감소 감소,유지 유지,유지 유지,유지 유지,유지 유지,감소 증가,3.0,3.0,3.0,3.0,3.0,3.0
92189088E5,훈*,"폐업 위험도: 낮음 (0.01). 주요 원인: 여성30대비율 영향도 0.81, 여성20대이하비율 영향도 0.62, 여성40대비율 영향도 0.61. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 모두 낮음",일식당,2023-11-13,,서울특별시 성동구 서울숲4길 22-7,뚝섬,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,6.0,5.0,7.0,5.4,11.1,1.362,1.3671,1.323,25.7166,26.4407,26.1053,17.9088,18.1675,18.3352,4.4226,4.472,4.7515,증가 감소,증가 증가,증가 증가,유지 증가,증가 감소,증가 감소,감소 증가,유지 유지,유지 감소,유지 증가,감소 증가,1.0,3.0,2.0,2.0,1.0,2.0
08D893CAA8,응봉**,"폐업 위험도: 낮음 (0.01). 주요 원인: 객단가구간 영향도 0.65, 남성50대비율 영향도 0.50, 군집_고객관계_KM 영향도 0.48. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율 높음",카페,2021-04-13,,서울특별시 성동구 독서당로57길 48,상권없음,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,4.365,4.8825,4.4329,8.91,8.025,7.8735,16.83,16.157,16.9959,12.43,12.412,12.3804,증가 감소,감소 증가,감소 감소,유지 유지,증가 감소,감소 감소,유지 유지,유지 유지,유지 유지,유지 유지,증가 감소,5.0,4.0,4.0,5.0,5.0,4.0
EC38BD01D9,소대**,"폐업 위험도: 낮음 (0.00). 주요 원인: 객단가구간 영향도 -0.54, 매출금액구간 영향도 -0.52, 여성20대이하비율 영향도 -0.45. 고객유형: 50-60대 남녀 중심, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 보통",백반/가정식,2014-08-06,,서울 성동구 마장로 211,왕십리,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,29.312,29.6408,29.5302,1.008,0.8832,1.0556,3.888,3.7168,3.9585,4.644,4.4896,4.4486,유지 유지,감소 증가,감소 감소,유지 유지,증가 감소,감소 증가,유지 유지,유지 유지,유지 유지,유지 유지,감소 증가,3.0,4.0,4.0,4.0,3.0,4.0
EC8722B2DA,꾸리**,"폐업 위험도: 낮음 (0.00). 주요 원인: 매출건수구간 영향도 -0.67, 매출금액구간 영향도 -0.61, 유동고객비율 영향도 -0.57. 고객유형: 남성 20대 이하, 여성 20-30대 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율 높음",베이커리,2011-09-26,,서울 성동구 광나루로11길 14-1.,상권없음,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,14.6,14.5,25.3,10.1936,10.4448,10.6329,10.1242,10.1232,10.1736,11.373,11.4,11.7279,6.4224,6.8856,7.1592,유지 유지,증가 증가,증가 증가,유지 유지,증가 증가,감소 증가,감소 증가,유지 유지,감소 유지,유지 유지,증가 감소,3.0,3.0,3.0,4.0,4.0,3.0
ED0AED2575,진국***,"폐업 위험도: 낮음 (0.01). 주요 원인: 매출건수구간 영향도 1.05, 남성30대비율 영향도 0.77, 군집_고객유형 영향도 0.77. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 모두 낮음",한식-국밥/설렁탕,2016-05-26,,서울 성동구 성덕정15길 6-59.,성수,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,25.37,24.2182,24.8936,1.442,1.6362,1.4628,3.934,4.6818,4.5951,2.59,2.9322,2.6076,유지 유지,증가 감소,증가 감소,유지 증가,감소 증가,증가 감소,유지 유지,유지 유지,유지 유지,증가 유지,감소 감소,5.0,5.0,4.0,5.0,5.0,4.0
93D9B9CC54,삼성***,"폐업 위험도: 낮음 (0.06). 주요 원인: 운영개월수구간 영향도 4.46, 업종내폐업비율 영향도 1.13, 여성20대이하비율 영향도 -1.02. 고객유형: 50-60대 남녀 중심, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 모두 낮음",축산물,2024-09-04,,서울특별시 성동구 마장로37길 47-1,마장동,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,7.02,29.0639,22.9723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,증가 감소,유지 유지,유지 유지,유지 유지,증가 감소,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,1.0,5.0,5.0,3.0,4.0,5.0
968834B420,백채*********,"폐업 위험도: 낮음 (0.00). 주요 원인: 남성30대비율 영향도 0.76, 남성60대이상비율 영향도 -0.66, 매출금액구간 영향도 -0.62. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",한식-찌개/전골,2011-12-05,,서울 성동구 상원길 24.,뚝섬,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,5.2264,4.977,4.9155,7.6812,7.8672,7.7865,15.6732,15.7791,15.312,8.9244,9.1635,9.048,증가 감소,증가 감소,증가 감소,유지 유지,감소 감소,증가 감소,유지 유지,유지 유지,감소 유지,유지 유지,감소 증가,3.0,3.0,3.0,3.0,3.0,3.0
055544325C,라 ******,"폐업 위험도: 낮음 (0.02). 주요 원인: 운영개월수구간 영향도 3.29, 업종내폐업비율 영향도 -0.50, 매출건수구간 영향도 0.46. 고객유형: 30-50대 남성 중심, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 보통",베이커리,2024-06-11,,서울특별시 성동구 금호로 67,금남시장,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,5.0,7.0,7.0,7.0,0.9632,0.9405,1.1,6.0114,6.3635,6.525,24.8844,26.0975,26.7525,25.5135,25.6685,25.52,유지 증가,증가 증가,증가 감소,증가 유지,감소 증가,증가 증가,유지 유지,유지 유지,유지 유지,증가 유지,감소 증가,4.0,4.0,3.0,4.0,4.0,4.0
02826B57BE,다정**,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종내폐업비율 영향도 1.31, 남성20대이하비율 영향도 0.67, 남성50대비율 영향도 -0.51. 고객유형: 남성 20대 이하, 여성 20-30대 중심, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 모두 낮음",축산물,2023-04-04,,서울특별시 성동구 마장로37길 51-1,마장동,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,44.608,40.4716,7.07,1.376,1.4994,2.9667,0.0,0.0,2.9667,4.128,4.5423,8.99,증가 감소,유지 증가,증가 증가,유지 유지,감소 감소,증가 증가,유지 유지,유지 유지,유지 감소,유지 유지,유지 유지,5.0,5.0,5.0,2.0,5.0,5.0
9B75EF851F,서울**,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종_대분류 영향도 -1.31, 업종내폐업비율 영향도 0.70, 남성50대비율 영향도 0.55. 고객유형: 남성 20대 이하, 여성 20-30대 중심, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 보통",식료품,2020-05-21,,서울특별시 성동구 성덕정15길 6-29,성수,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,25.3396,31.4625,39.7,1.6302,2.0125,2.575,6.5094,8.05,5.15,0.0,0.0,0.0,유지 유지,증가 감소,유지 유지,유지 유지,증가 증가,증가 증가,유지 유지,유지 유지,증가 유지,유지 유지,유지 증가,6.0,5.0,5.0,6.0,5.0,5.0
01CCBE28E0,워니***,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종_대분류 영향도 -0.54, 객단가구간 영향도 -0.52, 남성30대비율 영향도 0.51. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율 높음",양식,2018-07-04,,서울특별시 성동구 행당로 133,왕십리,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,86.4,90.3,69.8,11.4072,12.09,11.426,3.2928,3.1725,3.074,6.2496,6.6825,6.148,4.6144,4.9275,5.1304,유지 유지,증가 감소,증가 증가,유지 유지,증가 감소,감소 감소,증가 감소,유지 유지,유지 감소,유지 유지,감소 유지,5.0,5.0,5.0,4.0,4.0,5.0
0904E1A37E,샬룸**,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종_대분류 영향도 -1.44, 업종내폐업비율 영향도 0.83, 여성20대이하비율 영향도 -0.81. 고객유형: 50-60대 남녀 중심, 경쟁력: 중위권 경쟁력, 고객관계: 신규 고객 비율 높음",청과물,2023-01-13,,서울특별시 성동구 행당로 75,행당,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,5.8604,6.9368,9.3899,5.1179,3.5088,2.1476,7.6349,7.0992,7.4399,20.3038,20.0736,17.0274,유지 유지,감소 증가,감소 감소,유지 유지,증가 증가,감소 감소,유지 유지,유지 유지,유지 유지,유지 유지,감소 증가,5.0,5.0,5.0,5.0,5.0,5.0
9DFF61DC0F,핫쵸****,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 0.78, 여성30대비율 영향도 0.71, 매출건수구간 영향도 -0.46. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",일식당,2022-12-23,,서울특별시 성동구 왕십리로5길 9-20,뚝섬,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.694,0.702,0.7392,35.3273,34.6566,34.2144,19.5247,19.5349,19.8288,4.7016,4.9324,4.86,감소 유지,증가 증가,증가 감소,유지 유지,증가 증가,감소 감소,유지 유지,유지 유지,유지 유지,유지 유지,증가 증가,1.0,2.0,2.0,1.0,1.0,2.0
4DE273254C,대림**,"폐업 위험도: 낮음 (0.00). 주요 원인: 운영개월수구간 영향도 -1.02, 여성20대이하비율 영향도 -0.61, 매출금액구간 영향도 -0.45. 고객유형: 50-60대 남녀 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",축산물,2006-02-03,,서울 성동구 고산자로24길 4-1.,마장동,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,14.794,13.9909,13.5839,1.332,1.4193,1.4573,4.736,3.6603,3.5282,8.806,10.1592,9.204,유지 유지,감소 감소,증가 감소,유지 유지,감소 감소,증가 증가,유지 유지,유지 유지,유지 유지,유지 유지,감소 증가,3.0,5.0,5.0,3.0,3.0,5.0
4EF5BD22BD,제이*****,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 1.05, 업종_대분류 영향도 -0.61, 남성30대비율 영향도 0.58. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 중위권 경쟁력, 고객관계: 신규 고객 비율 높음",양식,2024-02-02,,서울특별시 성동구 왕십리로 219-1,한양대,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,0.409,0.4824,0.4455,38.1195,38.7504,38.2585,8.0376,7.9534,7.973,3.7824,3.8272,4.046,유지 증가,감소 증가,증가 증가,유지 유지,증가 감소,증가 감소,유지 유지,유지 유지,감소 유지,유지 유지,증가 감소,3.0,3.0,3.0,3.0,4.0,3.0
3C9CFC0B9F,삼보**,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종내폐업비율 영향도 1.03, 여성20대이하비율 영향도 -0.92, 여성40대비율 영향도 0.45. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 보통",축산물,2015-12-22,,서울 성동구 마장로31길 44.,마장동,5.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.3623,8.1648,8.8965,0.0,0.0,0.0,5.9527,6.832,10.3323,11.9295,11.0288,13.4013,유지 유지,증가 증가,감소 증가,유지 유지,증가 증가,유지 유지,유지 유지,유지 유지,유지 유지,유지 감소,증가 증가,3.0,5.0,5.0,2.0,4.0,5.0
CEC2707AF8,컴포**********,"폐업 위험도: 낮음 (0.03). 주요 원인: 여성20대이하비율 영향도 1.22, 거주고객비율 영향도 0.53, 여성40대비율 영향도 0.41. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",커피전문점,2023-11-01,,서울특별시 성동구 마조로 30,한양대,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,1.5221,1.5283,1.476,28.7585,28.392,28.2448,9.7219,9.8358,10.0076,5.1409,5.1714,5.2324,증가 유지,증가 증가,증가 증가,유지 유지,증가 감소,감소 감소,유지 유지,유지 유지,유지 유지,유지 유지,증가 감소,2.0,1.0,1.0,2.0,2.0,1.0
3C16CE8803,순심**,"폐업 위험도: 낮음 (0.00). 주요 원인: 객단가구간 영향도 -0.68, 매출금액구간 영향도 -0.59, 여성20대이하비율 영향도 -0.52. 고객유형: 50-60대 남녀 중심, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율 높음",백반/가정식,2018-10-23,,서울특별시 성동구 성덕정길 72-4,성수,5.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,21.3786,22.0528,23.232,1.8258,1.0752,0.648,1.8258,1.8048,1.584,1.432,1.4592,0.972,감소 유지,감소 감소,증가 감소,감소 유지,증가 증가,감소 감소,유지 유지,유지 유지,감소 유지,유지 유지,증가 증가,4.0,4.0,5.0,4.0,4.0,4.0
3AE3E04CCF,쥬*,"폐업 위험도: 낮음 (0.02). 주요 원인: 여성20대이하비율 영향도 0.95, 거주고객비율 영향도 0.70, 여성60대이상비율 영향도 -0.65. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",주스,2015-05-26,,서울 성동구 마조로 29.,한양대,1.0,1.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,3.0,1.0,2.0,2.2,1.1,2.0,0.5148,0.5538,0.5434,39.8558,39.606,39.9252,8.4508,8.6674,8.8464,4.2825,4.4198,4.4232,감소 증가,증가 증가,증가 증가,유지 증가,증가 감소,감소 증가,감소 증가,유지 유지,유지 유지,유지 증가,증가 감소,4.0,2.0,1.0,4.0,3.0,1.0
5BF5A99836,성수**,"폐업 위험도: 낮음 (0.00). 주요 원인: 운영개월수구간 영향도 -0.41, 재방문율 영향도 0.39, 직장고객비율 영향도 -0.37. 고객유형: 고르게 분포, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",분식,2014-11-27,,서울 성동구 뚝섬로 337.,성수,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0795,8.1322,8.288,6.6555,6.6007,6.424,11.5275,11.6066,11.484,9.309,9.5245,9.372,감소 유지,증가 감소,증가 감소,유지 증가,증가 증가,감소 감소,유지 유지,유지 유지,유지 유지,유지 유지,증가 증가,2.0,2.0,1.0,3.0,2.0,1.0
3A81FE047A,정오**,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 -0.86, 업종_대분류 영향도 -0.76, 업종내폐업비율 영향도 0.76. 고객유형: 50-60대 남녀 중심, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율 높음",축산물,2024-02-23,,서울특별시 성동구 마장로35길 46,마장동,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,45.1572,47.7087,47.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,유지 유지,유지 유지,유지 유지,유지 유지,증가 감소,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,4.0,5.0,5.0,5.0,4.0,5.0
CFA4B1B1C8,밤토*,"폐업 위험도: 낮음 (0.01). 주요 원인: 여성20대이하비율 영향도 0.79, 여성30대비율 영향도 0.78, 취소율구간 영향도 0.65. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",요리주점,2023-03-08,,서울특별시 성동구 왕십리로4길 10-9,뚝섬,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,5.0,0.0,0.0,0.0,0.3192,0.3232,0.415,34.3171,33.4356,32.526,16.7078,17.3436,16.848,4.5075,4.172,4.3875,감소 증가,증가 감소,감소 증가,유지 유지,증가 증가,감소 감소,유지 유지,유지 유지,증가 유지,유지 유지,감소 증가,2.0,3.0,3.0,2.0,2.0,3.0
58C2DD4547,빈플**,"폐업 위험도: 낮음 (0.00). 주요 원인: 취소율구간 영향도 -0.66, 매출금액구간 영향도 -0.52, 남성30대비율 영향도 -0.48. 고객유형: 남성 20대 이하, 여성 20-30대 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",카페,2014-03-03,,서울 성동구 한림말5길 19.,옥수,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,6.0,0.0,0.0,0.0,7.5524,7.5843,7.2691,10.0746,10.0939,10.4178,14.355,14.3302,14.5527,8.352,8.3157,8.592,유지 증가,감소 증가,감소 증가,유지 유지,증가 감소,증가 증가,유지 유지,유지 유지,증가 유지,유지 유지,감소 증가,3.0,2.0,2.0,3.0,3.0,2.0
2E4264DFBD,쿠켄**,"폐업 위험도: 낮음 (0.00). 주요 원인: 남성30대비율 영향도 0.56, 거주고객비율 영향도 0.44, 업종_대분류 영향도 0.44. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",치킨,2019-02-28,,서울특별시 성동구 뚝섬로3길 16,성수,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,6.0,1.0,0.0,0.0,0.0,5.7353,5.797,5.8652,5.7165,5.4696,5.247,8.5902,9.1266,9.2538,6.1182,6.36,6.2646,증가 감소,증가 증가,증가 감소,증가 유지,증가 증가,감소 감소,유지 유지,유지 유지,유지 유지,증가 유지,감소 감소,4.0,4.0,3.0,4.0,3.0,4.0
